ID	CARD|ARO Accession	CARD|CVTERM ID	CARD|Model Sequence ID	CARD|Model ID	CARD|Model Name	CARD|ARO Name	CARD|Protein Accession	CARD|DNA Accession	CARD|AMR Gene Family	CARD|Drug Class	CARD|Resistance Mechanism	RES|Gene_accession no.	RES|Class	RES|Phenotype	RES|PMID	RES|Mechanism of resistance	RES|Notes	RES|Required_gene
CardRes_03334												blaCMY-134_1_KP860987	Beta-lactam	"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid"	25779568	Enzymatic inactivation	Class C;CMY-2-like;;;	nan
CardRes_03335												blaCMY-131_1_KP281294	Beta-lactam	"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid"	Unpublished	Enzymatic inactivation	Class C;CMY-2-like;;;	nan
CardRes_03336												blaCMY-130_1_KP207589	Beta-lactam	"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid"	26048440	Enzymatic inactivation	Class C;CMY-2-like;;;	nan
CardRes_03337												blaCMY-129_1_KM985467	Beta-lactam	"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid"	Unpublished	Enzymatic inactivation	Class C;CMY-2-like;Natural in Citrobacter freundii;;	nan
CardRes_03338												blaCMY-128_1_KM985466	Beta-lactam	"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid"	Unpublished	Enzymatic inactivation	Class C;CMY-2-like;Natural in Citrobacter freundii;;	nan
CardRes_03339												blaCMY-127_1_KM985465	Beta-lactam	"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid"	Unpublished	Enzymatic inactivation	Class C;CMY-2-like;Natural in Citrobacter freundii;;	nan
CardRes_03340												blaCMY-125_1_KM985463	Beta-lactam	"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid"	Unpublished	Enzymatic inactivation	Class C;CMY-2-like;Natural in Citrobacter freundii;;	nan
CardRes_03341												blaCMY-124_1_KM985462	Beta-lactam	"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid"	Unpublished	Enzymatic inactivation	Class C;CMY-2-like;Natural in Citrobacter freundii;;	nan
CardRes_03342												blaCMY-122_1_KM985460	Beta-lactam	"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid"	Unpublished	Enzymatic inactivation	Class C;CMY-2-like;Natural in Citrobacter freundii;;	nan
CardRes_03343												blaCMY-121_1_KM507172	Beta-lactam	"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid"	Unpublished	Enzymatic inactivation	Class C;CMY-2-like;;;	nan
CardRes_03344												blaCMY-109_1_AJ746169	Beta-lactam	"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid"	Unpublished	Enzymatic inactivation	Class C;CMY-2-like;Natural in Citrobacter freundii;;	nan
CardRes_03345												blaCMY-107_1_GQ162215	Beta-lactam	"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid"	"20462724, 26438499"	Enzymatic inactivation	Class C;CMY-2-like;;;	nan
CardRes_03346												blaCMY-106_1_KM983294	Beta-lactam	"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid"	Unpublished	Enzymatic inactivation	Class C;CMY-2-like;Natural in Citrobacter freundii;;	nan
CardRes_03347												blaCMY-97_1_KC007363	Beta-lactam	"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid"	Unpublished	Enzymatic inactivation	Class C;CMY-2-like;;;	nan
CardRes_03348												blaCMY-96_1_KC007362	Beta-lactam	"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid"	Unpublished	Enzymatic inactivation	Class C;CMY-2-like;;;	nan
CardRes_03349												blaCMY-89_1_HE819403	Beta-lactam	"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid"	24267783	Enzymatic inactivation	Class C;CMY-2-like;Natural in Citrobacter freundii;;	nan
CardRes_03350												blaCMY-59_1_NG_048854	Beta-lactam	"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid"	21930573	Enzymatic inactivation	Class C;CMY-2-like;;;	nan
CardRes_03351												blaCMY-30_1_LMYO01000054	Beta-lactam	"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid"	19414570	Enzymatic inactivation	Class C;CMY-2-like;;;	nan
CardRes_03352												blaCMY-8b_1_DQ094251	Beta-lactam	"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid"	Unpublished	Enzymatic inactivation	Class C;MOX-1-like;;;	nan
CardRes_03353												blaCMY-4_1_LNHZ01000079	Beta-lactam	"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid"	9868767	Enzymatic inactivation	Class C;CMY-2-like;;;	nan
CardRes_03354												blaCMY-2b_1_U77414	Beta-lactam	"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid"	9231418	Enzymatic inactivation	Class C;CMY-2-like;;;	nan
CardRes_03355												blaDHA-27_1_MH067965	Beta-lactam	"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid"	Unpublished	Enzymatic inactivation	Class C;;;;	nan
CardRes_03356												blaDHA-26_1_MH067966	Beta-lactam	"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid"	Unpublished	Enzymatic inactivation	Class C;;;;	nan
CardRes_03357												blaDHA-25_1_KY563770	Beta-lactam	"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid"	Unpublished	Enzymatic inactivation	Class C;DHA-1-like;;;	nan
CardRes_03358												blaDHA-24_1_KU759569	Beta-lactam	"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid"	Unpublished	Enzymatic inactivation	Class C;DHA-1-like;;;	nan
CardRes_03359												blaDHA-23_1_KX068223	Beta-lactam	"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid"	25999942	Enzymatic inactivation	Class C;DHA-1-like;;;	nan
CardRes_03360												blaDHA-14_1_DQ478687	Beta-lactam	"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid"	Unpublished	Enzymatic inactivation	Class C;DHA-1-like;;;	nan
CardRes_03361												blaDHA-4_1_CP026046	Beta-lactam	"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid"	Unpublished	Enzymatic inactivation	Class C;DHA-1-like;Natural in Morganella morganii;;	nan
CardRes_03362												blaACC-7_1_MG028657	Beta-lactam	"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid"	Unpublished	Enzymatic inactivation	Class C;;;;	nan
CardRes_03363												blaACC-4_1_KM087831	Beta-lactam	"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid"	17664321	Enzymatic inactivation	Class C;;;;	nan
CardRes_03364												blaACC-1_2_HG530658	Beta-lactam	"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid"	Unpublished	Enzymatic inactivation	Class C;ACC-1-like;;;	nan
CardRes_03365												blaACC-1d_1_ADCU02000001	Beta-lactam	"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid"	Unpublished	Enzymatic inactivation	Class C;ACC-1-like;Natural in Hafnia alvei;;	nan
CardRes_03366												blaACC-1c_1_AF180959	Beta-lactam	"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid"	10817695	Enzymatic inactivation	Class C;ACC-1-like;Natural in Hafnia alvei;;	nan
CardRes_03367												blaACC-1b_1_AF180955	Beta-lactam	"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid"	10817695	Enzymatic inactivation	Class C;ACC-1-like;Natural in Hafnia alvei;;	nan
CardRes_03368												blaACC-1a_1_AF180953	Beta-lactam	"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid"	10817695	Enzymatic inactivation	Class C;ACC-1-like;Natural in Hafnia alvei;;	nan
CardRes_03369												blaTEM-36_1_KY305958	Beta-lactam	"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid"	8067742	Enzymatic inactivation	Class A	nan
CardRes_03370												blaTEM-35_1_KP860986	Beta-lactam	"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid"	"25779568, 8067742"	Enzymatic inactivation	Class A	nan
CardRes_03371												blaTEM-32_1_CXLQ01000061	Beta-lactam	"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid"	Unpublished	Enzymatic inactivation	Class A	nan
CardRes_03372												blaTEM-9_1_KY271103	Beta-lactam	"Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin"	Unpublished	Enzymatic inactivation	Class A	nan
CardRes_03373												blaTEM-169_1_KP012538	Beta-lactam	"Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin"	19785534	Enzymatic inactivation	Class A	nan
CardRes_03374												blaTEM-181_1_KM977568	Beta-lactam	Unknown	Unpublished	Enzymatic inactivation	Class A	nan
CardRes_03375												blaTEM-210_1_KJ484630	Beta-lactam	Unknown	24920651	Enzymatic inactivation	Class A	nan
CardRes_03376												blaTEM-212_1_KF481968	Beta-lactam	Unknown	Unpublished	Enzymatic inactivation	Class A	nan
CardRes_03377												blaTEM-213_1_LJEE02000034	Beta-lactam	"Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin"	28636609	Enzymatic inactivation	Class A	nan
CardRes_03378												blaTEM-224_1_KU664545	Beta-lactam	Unknown	Unpublished	Enzymatic inactivation	Class A	nan
CardRes_03379												blaTEM-225_1_KY432403	Beta-lactam	Unknown	Unpublished	Enzymatic inactivation	Class A	nan
CardRes_03380												blaTEM-226_1_KY646301	Beta-lactam	Unknown	Unpublished	Enzymatic inactivation	Class A	nan
CardRes_03381												blaTEM-227_1_KY418040	Beta-lactam	Unknown	Unpublished	Enzymatic inactivation	Class A	nan
CardRes_03382												blaTEM-229_1_MG821356	Beta-lactam	Unknown	Unpublished	Enzymatic inactivation	Class A	nan
CardRes_03383												blaTEM-230_1_MG821377	Beta-lactam	Unknown	Unpublished	Enzymatic inactivation	Class A	nan
CardRes_03384												blaTEM-231_1_MG821378	Beta-lactam	Unknown	Unpublished	Enzymatic inactivation	Class A	nan
CardRes_03385												blaTEM-232_1_MH079593	Beta-lactam	Unknown	Unpublished	Enzymatic inactivation	Class A	nan
CardRes_03386												blaTEM-233_1_MH270416	Beta-lactam	Unknown	Unpublished	Enzymatic inactivation	Class A	nan
CardRes_03387												blaTEM-234_1_MH243353	Beta-lactam	Unknown	Unpublished	Enzymatic inactivation	Class A	nan
CardRes_03388												blaSHV-1_1_AF148850	Beta-lactam	"Amoxicillin, Ampicillin, Cephalothin, Piperacillin, Ticarcillin"	"10582889, 3260490, 2221867"	Enzymatic inactivation	Class A	nan
CardRes_03389												blaSHV-12_1_KF976405	Beta-lactam	"Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin"	"26038408, 16678922"	Enzymatic inactivation	Class A	nan
CardRes_03390												blaSHV-190_1_KP868753	Beta-lactam	Unknown	Unpublished	Enzymatic inactivation	Class A	nan
CardRes_03391												blaSHV-191_1_KP868754	Beta-lactam	Unknown	Unpublished	Enzymatic inactivation	Class A	nan
CardRes_03392												blaSHV-193_1_KR347170	Beta-lactam	Unknown	Unpublished	Enzymatic inactivation	Class A	nan
CardRes_03393												blaSHV-194_1_KX421191	Beta-lactam	Unknown	27446040	Enzymatic inactivation	Class A	nan
CardRes_03394												blaSHV-195_1_KX619652	Beta-lactam	Unknown	Unpublished	Enzymatic inactivation	Class A	nan
CardRes_03395												blaSHV-196_1_KX714286	Beta-lactam	Unknown	Unpublished	Enzymatic inactivation	Class A	nan
CardRes_03396												blaSHV-197_1_KT946904	Beta-lactam	Unknown	Unpublished	Enzymatic inactivation	Class A	nan
CardRes_03397												blaSHV-198_1_MF281086	Beta-lactam	Unknown	Unpublished	Enzymatic inactivation	Class A	nan
CardRes_03398												blaSHV-199_1_MF373391	Beta-lactam	Unknown	Unpublished	Enzymatic inactivation	Class A	nan
CardRes_03399												blaSHV-200_1_MF871643	Beta-lactam	Unknown	Unpublished	Enzymatic inactivation	Class A	nan
CardRes_03400												blaSHV-203_1_MG028656	Beta-lactam	Unknown	Unpublished	Enzymatic inactivation	Class A	nan
CardRes_03401												blaSHV-204_1_MH243356	Beta-lactam	Unknown	Unpublished	Enzymatic inactivation	Class A	nan
CardRes_03402												blaSHV-1b-b_1_DQ166783	Beta-lactam	"Amoxicillin, Ampicillin, Cephalothin, Piperacillin, Ticarcillin"	Unpublished	Enzymatic inactivation	Class A	nan
CardRes_03403												blaIMP-64_1_KX949735	Beta-lactam	"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefepime, Cefixime, Cefotaxime, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam"	Unpublished	Enzymatic inactivation	Subclass B1	nan
CardRes_03404												blaOXA-20_2_AF024602	Beta-lactam	"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid"	9687410	Enzymatic inactivation	Class D;OXA-20-like;;;	nan
CardRes_03405												blaOXA-60d_1_AY664506	Beta-lactam	Unknown	15504844	Enzymatic inactivation	Class D;OXA-60-like;Natural in Ralstonia pickettii;;	nan
CardRes_03406												blaOXA-60c_1_AY664505	Beta-lactam	Unknown	15504844	Enzymatic inactivation	Class D;OXA-60-like;Natural in Ralstonia pickettii;;	nan
CardRes_03407												blaOXA-60b_1_AY664504	Beta-lactam	Unknown	15504844	Enzymatic inactivation	Class D;OXA-60-like;Natural in Ralstonia pickettii;;	nan
CardRes_03408												blaCARB-2_1_M69058	Beta-lactam	"Ampicillin, Amoxicillin, Piperacillin"	1804019	nan	"Class A;Alternative name PSE-1, BlaP1b"	nan
CardRes_03409												blaCARB-3_1_S46063	Beta-lactam	"Ampicillin, Amoxicillin, Piperacillin"	1650733	nan	"Class A;Alternative name PSE-3, BlaP1c"	nan
CardRes_03410												blaCARB-11_1_AY008290	Beta-lactam	"Ampicillin, Amoxicillin, Piperacillin"	unpublished	nan	Class A;Alternative name PSE-5	nan
CardRes_03411												blaCARB-20_1_NG_054946	Beta-lactam	"Ampicillin, Amoxicillin, Piperacillin"	unpublished	nan	Class A	nan
CardRes_03412												blaCARB-21_1_NG_048724	Beta-lactam	"Ampicillin, Amoxicillin, Piperacillin"	25814612	nan	"Class A, manually predicted phenotype"	nan
CardRes_03413												blaCARB-23_1_NG_048726	Beta-lactam	"Ampicillin, Amoxicillin, Piperacillin"	24625868	nan	Class A	nan
CardRes_03414												blaCARB-24_1_BK008907	Beta-lactam	"Ampicillin, Amoxicillin, Piperacillin"	25801555	nan	Class A	nan
CardRes_03415												blaCARB-25_1_BK008888	Beta-lactam	"Ampicillin, Amoxicillin, Piperacillin"	25801555	nan	Class A	nan
CardRes_03416												blaCARB-26_1_BK008904	Beta-lactam	"Ampicillin, Amoxicillin, Piperacillin"	25801555	nan	Class A;Alternative name CARB-39	nan
CardRes_03417												blaCARB-27_1_NG_048730	Beta-lactam	"Ampicillin, Amoxicillin, Piperacillin"	25801555	nan	Class A	nan
CardRes_03418												blaCARB-28_1_BK008906	Beta-lactam	"Ampicillin, Amoxicillin, Piperacillin"	25801555	nan	Class A	nan
CardRes_03419												blaCARB-29_1_BK008905	Beta-lactam	"Ampicillin, Amoxicillin, Piperacillin"	25801555	nan	Class A	nan
CardRes_03420												blaCARB-30_1_NG_048734	Beta-lactam	"Ampicillin, Amoxicillin, Piperacillin"	25801555	nan	Class A	nan
CardRes_03421												blaCARB-31_1_NG_048735	Beta-lactam	"Ampicillin, Amoxicillin, Piperacillin"	25801555	nan	Class A	nan
CardRes_03422												blaCARB-32_1_NG_048736	Beta-lactam	"Ampicillin, Amoxicillin, Piperacillin"	25801555	nan	Class A	nan
CardRes_03423												blaCARB-33_1_BK008903	Beta-lactam	"Ampicillin, Amoxicillin, Piperacillin"	25801555	nan	Class A	nan
CardRes_03424												blaCARB-34_1_NG_048738	Beta-lactam	"Ampicillin, Amoxicillin, Piperacillin"	25801555	nan	Class A	nan
CardRes_03425												blaCARB-35_1_BK008900	Beta-lactam	"Ampicillin, Amoxicillin, Piperacillin"	25801555	nan	Class A	nan
CardRes_03426												blaCARB-36_1_LHBD01000022	Beta-lactam	"Ampicillin, Amoxicillin, Piperacillin"	28330888	nan	"Class A, manually predicted phenotype"	nan
CardRes_03427												blaCARB-38_1_BK008898	Beta-lactam	"Ampicillin, Amoxicillin, Piperacillin"	25801555	nan	Class A	nan
CardRes_03428												blaCARB-40_1_BK008889	Beta-lactam	"Ampicillin, Amoxicillin, Piperacillin"	25801555	nan	Class A	nan
CardRes_03429												blaCARB-41_1_BK008890	Beta-lactam	"Ampicillin, Amoxicillin, Piperacillin"	25801555	nan	Class A	nan
CardRes_03430												blaCARB-42_1_NG_048745	Beta-lactam	"Ampicillin, Amoxicillin, Piperacillin"	25801555	nan	Class A	nan
CardRes_03431												blaCARB-43_1_NG_048746	Beta-lactam	"Ampicillin, Amoxicillin, Piperacillin"	25801555	nan	Class A	nan
CardRes_03432												blaCARB-44_1_JTGS01000066	Beta-lactam	"Ampicillin, Amoxicillin, Piperacillin"	25635013	nan	"Class A, manually predicted phenotype"	nan
CardRes_03433												blaCARB-45_1_JTGR01000061	Beta-lactam	"Ampicillin, Amoxicillin, Piperacillin"	25635013	nan	"Class A, manually predicted phenotype"	nan
CardRes_03434												blaCARB-46_1_NG_048749	Beta-lactam	"Ampicillin, Amoxicillin, Piperacillin"	unpublished	nan	"Class A, manually predicted phenotype"	nan
